TRI Facility Name,TRI Facility ID,Year,Census Tract,3-Mile Population,Under Age 5 Percentile,Over Age 64 Percentile,Unemployment Rate Percentile,Limited English Speaking Percentile,Less Than High School Education Percentile,ZIP Code,Street Address,City,County,Latitude,Longitude,Chemical,Industry Sector,NAICS Code,Parent Company,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Hazard,Number of Source Reduction Activities
PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,49001THPJH7171P,2024,26077001905,"31,983",66,12,0,69,34,49002,7171 PORTAGE RD,"PORTAGE, MI","KALAMAZOO, MI",42.21133108,-85.55988021,Chromium compounds (N090),325 Chemicals,325412 Pharmaceutical Preparation Manufacturing,PFIZER INC,"4,300.00",30.00,0.00,"1,100.00","3,170.00","4,300.00","67,132,796,000",0
FINTEX LLC,48174FNTXL89INK,2024,26163583700,"54,495",42,48,95,66,41,48174,8900 INKSTER RD,"ROMULUS, MI","WAYNE, MI",42.24180327,-83.30817142,Zinc compounds (N982),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,"4,254.00",0.00,0.00,0.00,"4,254.00","4,254.00","420,275",0
FCA US STERLING HEIGHTS ASSEMBLY PLANT,48077STRLN38111,2024,26099231200,"94,944",17,19,0,82,54,48312,38111 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.57039424,-83.03013673,Nitrate compounds (water dissociable) (N511),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"4,252.57",0.00,0.00,0.00,"4,252.57","42,525.67","2,679",0
US ARMY NATIONAL GUARD CAMP GRAYLING JMTC SOUTH,4973WSRMYCPSTHQ,2024,26039960500,"1,175",39,71,65,0,61,49739,POST HEADQUARTERS OPERATIONS BUILDING 4,"CAMP GRAYLING, MI","CRAWFORD, MI",44.618633,-84.780349,Lead (7439-92-1),999 Other,928110 National Security,US DEPARTMENT OF DEFENSE,"4,242.20",0.00,0.00,"4,242.20",0.00,"4,242.20","76,359,600",0
TAC MANUFACTURING INC,49201TCMNF4111C,2024,26075005501,"20,523",0,14,40,58,13,49201,4111 COUNTY FARM RD,"JACKSON, MI","JACKSON, MI",42.2765017,-84.47494623,Diisocyanates (N120),336 Transportation Equipment,336320 Motor Vehicle Electrical and Electronic Equipment Manufacturing,TRAM INC,"4,241.85",0.72,0.00,0.00,"4,241.13","4,241.85","1,484,647,290",1
AXALTA COATING SYSTEMS USA LLC-MOUNT CLEMENS PLANT,48043DPNTM400GR,2024,26099245200,"69,774",78,62,35,0,89,48043,400 GROESBECK HWY,"MOUNT CLEMENS, MI","MACOMB, MI",42.61385915,-82.88881704,Methyl isobutyl ketone (108-10-1),325 Chemicals,325510 Paint and Coating Manufacturing,AXALTA COATING SYSTEMS LLC,"4,222.00","4,222.00",0.00,0.00,0.00,"3,489,122.00","5,066",0
FCA US STERLING HEIGHTS ASSEMBLY PLANT,48077STRLN38111,2024,26099231200,"94,944",17,19,0,82,54,48312,38111 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.57039424,-83.03013673,n-Hexane (110-54-3),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"4,218.22","4,218.22",0.00,0.00,0.00,"4,218.22","21,091",0
GENERAL MOTORS LANSING DELTA TOWNSHIP,48917GNRLM85REL,2024,26045020302,"10,044",63,24,60,0,0,48917,8175 MILLETT HWY,"LANSING, MI","EATON, MI",42.69753322,-84.67379564,Toluene (108-88-3),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"4,200.00","4,200.00",0.00,0.00,0.00,"6,749.00","2,940",0
THE DOW CHEMICAL CO,48667THDWCMICHI,2024,26111290600,"25,530",74,14,85,0,68,48667,1790 BUILDING,"MIDLAND, MI","MIDLAND, MI",43.6095201,-84.2393991,Ethylbenzene (100-41-4),325 Chemicals,325211 Plastics Material and Resin Manufacturing,DOW INC,"4,173.00","2,550.00",21.00,2.00,"1,600.00","416,411.00","3,693,730",0
AURORIUM ZEELAND LLC,49464HXCLC215CE,2024,26139022900,"23,379",97,10,0,0,63,49464,215 N CENTENNIAL ST,"ZEELAND, MI","OTTAWA, MI",42.81603499,-86.01197179,Chromium compounds (N090),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,AURORIUM PPC HOLDINGS LLC,"4,166.00",11.00,0.00,0.00,"4,155.00","4,166.00","66,576,337,500",0
FCA US STERLING HEIGHTS ASSEMBLY PLANT,48077STRLN38111,2024,26099231200,"94,944",17,19,0,82,54,48312,38111 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.57039424,-83.03013673,Zinc compounds (N982),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"4,160.94",40.33,0.00,0.00,"4,120.61","4,160.94","415,623",0
BILLERUD ESCANABA LLC,49829MDPBLCOUNT,2024,26041970400,"5,730",46,91,58,0,34,49829,7100 COUNTY RD 426,"ESCANABA, MI","DELTA, MI",45.8032763,-87.09536725,Chlorine (7782-50-5),322 Paper,322120 Paper Mills,BILLERUD AMERICAS CORP,"4,020.00","4,020.00",0.00,0.00,0.00,"492,297.00","92,460,000",0
MARYSVILLE ETHANOL LLC,4804WMRYSV251BU,2024,-,"12,364",-,-,-,-,-,48040,2512 BUSHA HWY,"MARYSVILLE, MI","ST. CLAIR, MI",42.88346038,-82.49083171,n-Hexane (110-54-3),325 Chemicals,325193 Ethyl Alcohol Manufacturing,NA,"4,013.00","4,013.00",0.00,0.00,0.00,"4,013.00","20,065",0
LACKS TRIM SYSTEMS-AIRLANE,49508LCKSN4260A,2024,26081012608,"45,423",76,63,33,57,68,49512,4260 AIRLANE SE,"KENTWOOD, MI","KENT, MI",42.88619695,-85.57530451,Copper compounds (N100),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",LACKS ENTERPRISES INC,"4,008.00",114.00,0.00,0.00,"3,894.00","81,434.00","6,012,000",0
TRINSEO LLC-MI OPERATIONS,4866WSTYRN164BU,2024,26111290700,"31,609",34,73,38,77,47,48667,1604 BUILDING,"MIDLAND, MI","MIDLAND, MI",43.6095201,-84.2393991,Ethylbenzene (100-41-4),325 Chemicals,325211 Plastics Material and Resin Manufacturing,TRINSEO US HOLDING INC,"3,955.30","3,955.30",0.00,0.00,0.00,"229,642.11","3,520,217",2
WACKER CHEMICAL CORP,49221WCKRS3301S,2024,26091060701,"7,387",80,38,53,0,31,49221,3301 SUTTON RD,"ADRIAN, MI","LENAWEE, MI",41.94877475,-83.95996504,Ammonia (7664-41-7),325 Chemicals,325212 Synthetic Rubber Manufacturing,WACKER CHEMICAL CORP,"3,946.57","3,946.57",0.00,0.00,0.00,"6,540.57","27,626",0
HUTCHINSON ANTIVIBRATION SYSTEMS INC,49601PLSTR6007T,2024,26165380700,"12,868",76,20,69,0,73,49601,600 7TH ST,"CADILLAC, MI","WEXFORD, MI",44.26074658,-85.41339726,Xylene (mixed isomers) (1330-20-7),326 Plastics and Rubber,326291 Rubber Product Manufacturing for Mechanical Use,HUTCHINSON NORTH AMERICA,"3,932.00","3,932.00",0.00,0.00,0.00,"167,467.00","137,620",0
CORTEVA AGRISCIENCE LLC - MIDLAND,4867WDWGRS71WAS,2024,26111290600,"30,090",74,14,85,0,68,48640,701 WASHINGTON ST,"MIDLAND, MI","MIDLAND, MI",43.60532757,-84.21757491,Chloroacetic acid (79-11-8),325 Chemicals,325320 Pesticide and Other Agricultural Chemical Manufacturing,CORTEVA INC,"3,910.00","3,910.00",0.00,0.00,0.00,"276,820.00","1,955,000",0
POET BIOREFINING-CARO LLC,48723MCHGN1551E,2024,26157000600,"6,676",72,90,88,0,63,48723,1551 EMPIRE DR,"CARO, MI","TUSCOLA, MI",43.47133344,-83.41248831,n-Hexane (110-54-3),325 Chemicals,325193 Ethyl Alcohol Manufacturing,POET HOLDING CO LLC,"3,887.00","3,880.00",0.00,0.00,7.00,"28,890.00","19,519",0
ZF AXLE DRIVES MARYSVILLE,4804WZFMRY29BUS,2024,26147637300,"9,596",0,0,0,0,0,48040,2900 BUSHA HWY,"MARYSVILLE, MI","ST. CLAIR, MI",42.8775138,-82.48351335,Manganese (7439-96-5),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,ZF NORTH AMERICA INC,"3,877.70",0.87,0.00,0.00,"3,876.83","5,803.11","46,532,400",0
AURORIUM ZEELAND LLC,49464HXCLC215CE,2024,26139022900,"23,379",97,10,0,0,63,49464,215 N CENTENNIAL ST,"ZEELAND, MI","OTTAWA, MI",42.81603499,-86.01197179,2-Methoxyethanol (109-86-4),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,AURORIUM PPC HOLDINGS LLC,"3,864.00",740.00,0.00,0.00,"3,124.00","33,551.00","758,000",0
NUTRITION & BIOSCIENCES USA 1 LLC MIDLAND,4864WNTRTN34SSB,2024,26111290600,"27,335",74,14,85,0,68,48640,3400 S SAGINAW RD,"MIDLAND, MI","MIDLAND, MI",43.60102204,-84.20774568,Toluene (108-88-3),325 Chemicals,325211 Plastics Material and Resin Manufacturing,INTERNATIONAL FLAVORS & FRAGRANCES INC,"3,852.00","3,852.00",0.00,0.00,0.00,"183,033.00","2,696",0
EQ DETROIT INC,48211SLCTY1923F,2024,26163519100,"124,295",0,83,90,0,83,48211,1923 FREDERICK ST,"DETROIT, MI","WAYNE, MI",42.36602042,-83.04737998,"1,3,4,6,7,8-Hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[g]-2-benzopyran (1222-05-5)",999 Other,562998 All Other Miscellaneous Waste Management Services,REPUBLIC SERVICES INC,"3,838.84",0.21,0.00,0.00,"3,838.63","3,838.84",0,0
W. R. GRACE & CO.-CONN.,49090WYCKF1421K,2024,26159010400,"8,031",91,76,37,0,56,49090,1421 KALAMAZOO ST,"SOUTH HAVEN, MI","VAN BUREN, MI",42.38306959,-86.27544911,Methanol (67-56-1),325 Chemicals,325411 Medicinal and Botanical Manufacturing,W R GRACE & CO,"3,817.00","3,817.00",0.00,0.00,0.00,"832,459.00",687,0
GENERAL MOTORS GM VA FACTORY ZERO ASSEMBLY PLANT,48211CDLLC2500E,2024,26163985100,"126,564",0,5,96,0,80,48211,2500 E GENERAL MOTORS BLVD,"DETROIT, MI","WAYNE, MI",42.37659651,-83.05238398,Nitrate compounds (water dissociable) (N511),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"3,803.72",0.00,0.00,0.00,"3,803.72","37,800.00","2,396",0
HUTCHINSON ANTIVIBRATION SYSTEMS INC,49501PLSTR460FU,2024,26081002200,"117,781",81,13,0,0,20,49503,460 FULLER AVE NE,"GRAND RAPIDS, MI","KENT, MI",42.97166799,-85.63971031,Zinc compounds (N982),326 Plastics and Rubber,326291 Rubber Product Manufacturing for Mechanical Use,HUTCHINSON NORTH AMERICA,"3,775.00",798.00,0.00,0.00,"2,977.00","3,888.00","376,533",0
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,4864WDDPSP34SSA,2024,26111290600,"29,731",74,14,85,0,68,48640,3400 S SAGINAW RD - UNIT 96,"MIDLAND, MI","MIDLAND, MI",43.60102204,-84.20774568,N-Methyl-2-pyrrolidone (872-50-4),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,DUPONT DE NEMOURS INC,"3,755.00",1.00,0.00,0.00,"3,754.00","5,190.00",0,0
ORCHID ORTHOPEDIC SOLUTIONS LLC,4884WRCHDR3982H,2024,26065005502,-,73,39,86,0,53,48842,3978 HOLT RD,"HOLT, MI","INGHAM, MI",42.64028791,-84.50266793,Chromium (7440-47-3),339 Miscellaneous Manufacturing,339113 Surgical Appliance and Supplies Manufacturing,ORCHID ORTHOPEDIC SOLUTIONS LLC,"3,752.00",10.00,0.00,0.00,"3,742.00","12,633.00","43,223,040,000",0
GM COMPONENTS HOLDINGS LLC,49501RCHST2100B,2024,26081013400,"94,906",87,19,57,67,47,49509,2100 BURLINGAME AVE SW,"WYOMING, MI","KENT, MI",42.92605814,-85.70565085,Zinc compounds (N982),336 Transportation Equipment,336310 Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,GENERAL MOTORS LLC,"3,734.87",6.52,0.00,0.00,"3,728.35","3,760.00","367,719",0
EXCELDA MANUFACTURING HOLDING LLC - BRIGHTON A,48116XCLDM12785,2024,26093744200,"14,993",45,65,26,0,39,48116,12785 EMERSON DR,"BRIGHTON, MI","LIVINGSTON, MI",42.50342952,-83.69196253,Certain glycol ethers (N230),325 Chemicals,325612 Polish and Other Sanitation Good Manufacturing,KEM KREST LLC,"3,724.00","1,480.00",0.00,0.00,"2,244.00","3,724.00","715,200",0
PLASTIC PLATE INC. - KRAFT PLATER,4951WPLSTC5675K,2024,26081012203,"9,692",44,55,41,0,12,49512,5675 KRAFT AVE,"KENTWOOD, MI","KENT, MI",42.8607181,-85.5279897,Copper compounds (N100),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",LACKS ENTERPRISES INC,"3,709.00",88.00,0.00,0.00,"3,621.00","66,922.00","5,563,500",0
AXALTA COATING SYSTEMS USA LLC-MOUNT CLEMENS PLANT,48043DPNTM400GR,2024,26099245200,"69,774",78,62,35,0,89,48043,400 GROESBECK HWY,"MOUNT CLEMENS, MI","MACOMB, MI",42.61385915,-82.88881704,n-Butyl alcohol (71-36-3),325 Chemicals,325510 Paint and Coating Manufacturing,AXALTA COATING SYSTEMS LLC,"3,699.00","3,699.00",0.00,0.00,0.00,"951,008.00","36,990",0
KNAUF INSULATION INC.,49224GRDNF1000E,2024,26025003500,"9,883",52,20,90,0,13,49224,1000 E N ST,"ALBION, MI","CALHOUN, MI",42.28467722,-84.80037627,Manganese compounds (N450),327 Nonmetallic Mineral Product,327993 Mineral Wool Manufacturing,KNAUF INSULATION,"3,682.49",11.72,0.00,0.00,"3,670.77","3,682.49","44,189,880",0
LOUISIANA PACIFIC CORPORATION-NEWBERRY,49868LSNPC461MI,2024,26095960100,"3,224",22,42,95,0,54,49868,7299 N C.R. 403,"NEWBERRY, MI","LUCE, MI",46.33664546,-85.48893064,Acetaldehyde (75-07-0),321 Wood Products,321219 Reconstituted Wood Product Manufacturing,LOUISIANA PACIFIC CORP,"3,672.00","3,672.00",0.00,0.00,0.00,"46,694.00","29,008,800",0
US ARMY NATIONAL GUARD FORT CUSTER TRAINING CENTER RANGES,4901WFRTCS25126,2024,26077002601,"6,778",70,52,35,0,27,49012,2501 26TH STREET,"AUGUSTA, MI","KALAMAZOO, MI",42.33636724,-85.30100691,Lead (7439-92-1),999 Other,928110 National Security,US DEPARTMENT OF DEFENSE,"3,665.80",0.00,0.00,"3,665.80",0.00,"3,665.80","65,984,400",0
FORD MOTOR CO DEARBORN TRUCK PLANT,48121FRDM23001M,2024,26163985700,"123,088",0,0,0,0,0,48120,3001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.30886967,-83.15678743,Naphthalene (91-20-3),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FORD MOTOR CO,"3,623.00","3,623.00",0.00,0.00,0.00,"19,332.00","43,476,000",0
DEPOR INDUSTRIES,48084DPRND1902N,2024,26125197600,"90,215",13,23,80,72,22,48084,1902 NORTHWOOD,"TROY, MI","OAKLAND, MI",42.55258415,-83.16385512,Nitrate compounds (water dissociable) (N511),332 Fabricated Metals,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufactur..",THE MAGNI GROUP INC,"3,617.24",0.00,0.00,0.00,"3,617.24","4,133.36","2,279",0
THE DOW CHEMICAL CO,48667THDWCMICHI,2024,26111290600,"25,530",74,14,85,0,68,48667,1790 BUILDING,"MIDLAND, MI","MIDLAND, MI",43.6095201,-84.2393991,Chloroethane (75-00-3),325 Chemicals,325211 Plastics Material and Resin Manufacturing,DOW INC,"3,575.00","3,490.00",85.00,0.00,0.00,"261,451.00","1,251",0
L.E. JONES CO LLC,49858LJNSC12003,2024,26109960700,"17,368",52,60,84,0,41,49858,1200 34TH ST,"MENOMINEE, MI","MENOMINEE, MI",45.12976129,-87.61732255,Nickel (7440-02-0),331 Primary Metals,331529 Other Nonferrous Metal Foundries (except Die-Casting),L E JONES INTERNATIONAL CO LLC,"3,569.79",1.30,7.39,0.00,"3,561.10","3,569.79","3,309,231,205",0
DTE ELECTRIC COMPANY-FERMI POWER PLANT,48166DTRTD6400N,2024,26115831202,"5,275",0,0,0,0,0,48166,6400 N DIXIE HWY,"NEWPORT, MI","MONROE, MI",41.96991315,-83.28929583,Lead (7439-92-1),2211 Electric Utilities,221113 Nuclear Electric Power Generation,DTE ENERGY CO,"3,567.66",2.14,0.00,"3,565.50",0.02,"3,567.66","64,228,680",0
AUTOCAM CORP,49512TCMCR4070E,2024,26081012608,"39,840",76,63,33,57,68,49512,4070 E PARIS AVE SE,"KENTWOOD, MI","KENT, MI",42.89022934,-85.56725677,Manganese compounds (N450),332 Fabricated Metals,332721 Precision Turned Product Manufacturing,NN INC,"3,520.00",0.00,0.00,0.00,"3,520.00","28,161.00","42,240,000",0
GMVM-LANSING GRAND RIVER ASSEMBLY,48921GMCGL920TO,2024,26065980200,"92,043",0,0,0,0,0,48933,920 TOWNSEND ST MAIL CODE: 489-066-600,"LANSING, MI","INGHAM, MI",42.72375252,-84.55561088,n-Butyl alcohol (71-36-3),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"3,520.00","3,520.00",0.00,0.00,0.00,"17,420.00","35,200",0
INDUSTRIAL HIGHWAY,48089HTCHC24660,2024,26099268400,"140,740",38,90,96,0,60,48089,24600 INDUSTRIAL HWY,"WARREN, MI","MACOMB, MI",42.47686623,-82.98902326,Methyl isobutyl ketone (108-10-1),332 Fabricated Metals,"332812 Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufactur..",PIONEER METAL FINISHING LLC,"3,479.00","3,479.00",0.00,0.00,0.00,"9,354.00","4,175",0
CARBON GREEN BIOENERGY,48849SBWDB7795S,2024,26045020700,"1,390",59,71,83,0,64,48849,7795 SADDLEBAG LAKE ROAD,"LAKE ODESSA, MI","BARRY, MI",42.76664184,-85.0743491,n-Hexane (110-54-3),325 Chemicals,325193 Ethyl Alcohol Manufacturing,NA,"3,472.70","3,472.70",0.00,0.00,0.00,"3,963.87","17,364",0
PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,49001THPJH7171P,2024,26077001905,"31,983",66,12,0,69,34,49002,7171 PORTAGE RD,"PORTAGE, MI","KALAMAZOO, MI",42.21133108,-85.55988021,Chlorine (7782-50-5),325 Chemicals,325412 Pharmaceutical Preparation Manufacturing,PFIZER INC,"3,465.00","3,303.00",160.00,0.00,2.00,"259,565.00","76,016,600",0
MNP CORP,48087MNPCR44225,2024,26099228100,"78,882",67,77,63,0,72,48317,44225 UTICA RD,"UTICA, MI","MACOMB, MI",42.61962513,-83.03822835,Sulfuric acid (acid aerosols) (7664-93-9),332 Fabricated Metals,"332722 Bolt, Nut, Screw, Rivet, and Washer Manufacturing",MNP CORP,"3,443.48","3,443.48",0.00,0.00,0.00,"3,443.48","12,052,180",0
LOUISIANA PACIFIC CORPORATION-NEWBERRY,49868LSNPC461MI,2024,26095960100,"3,224",22,42,95,0,54,49868,7299 N C.R. 403,"NEWBERRY, MI","LUCE, MI",46.33664546,-85.48893064,Zinc compounds (N982),321 Wood Products,321219 Reconstituted Wood Product Manufacturing,LOUISIANA PACIFIC CORP,"3,429.00","1,131.00",0.00,0.00,"2,298.00","3,429.00","342,900",0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Ethylbenzene (100-41-4),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"3,400.00","3,400.00",0.00,0.00,0.00,"32,380.00","3,026,000",0
MACDERMID INC,48220MCDRM1221F,2024,26125173600,"148,892",15,29,26,0,39,48220,1221 FARROW AVE,"FERNDALE, MI","OAKLAND, MI",42.4572589,-83.1182239,Nitric acid (7697-37-2),325 Chemicals,325998 All Other Miscellaneous Chemical Product and Preparation Manufacturing,ELEMENT SOLUTIONS INC,"3,393.12",18.00,0.00,0.00,"3,375.12","16,482.12","916,142",0
DETROIT ASSEMBLY COMPLEX MACK,4821WDTRTS4STJE,2024,26163514100,"124,212",56,18,98,0,46,48214,4000 ST JEAN ST,"DETROIT, MI","WAYNE, MI",42.37978444,-82.97886412,Nitric acid (7697-37-2),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,"3,387.03","3,387.03",0.00,0.00,0.00,"23,312.92","914,498",0
BILLERUD QUINNESEC,49876CHMPNUSHIG,2024,26043950300,"5,480",46,23,42,0,18,49876,W 6791 US HWY 2,"QUINNESEC, MI","DICKINSON, MI",45.80204895,-87.95895733,Barium compounds (N040),322 Paper,322110 Pulp Mills,BILLERUD AMERICAS CORP,"3,361.00",713.00,0.00,"2,648.00",0.00,"3,361.00","5,004,240",0
TAWAS PLATING CO,48764TWSPL510IN,2024,26069000600,"5,146",65,74,55,0,46,48763,510 INDUSTRIAL AVE,"TAWAS CITY, MI","IOSCO, MI",44.26321711,-83.52713037,Nickel compounds (N495),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,"3,355.00",23.00,0.00,0.00,"3,332.00","3,815.00","3,105,271,456",1
LIGHT METALS CORP,49509LGHTM2740P,2024,26081013801,"71,475",47,55,85,73,41,49509,2740 PRAIRIE SW,"WYOMING, MI","KENT, MI",42.90647099,-85.73208484,Nitrate compounds (water dissociable) (N511),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,"3,336.20",0.00,0.00,0.00,"3,336.20","33,362.00","2,102",0
GAGE PRODUCTS CO,48220GGPRD625WA,2024,26125173600,"148,304",15,29,26,0,39,48220,625 WANDA ST,"FERNDALE, MI","OAKLAND, MI",42.45155981,-83.11350414,Xylene (mixed isomers) (1330-20-7),325 Chemicals,325510 Paint and Coating Manufacturing,NA,"3,335.20","3,333.00",0.00,0.00,2.20,"5,645,432.00","116,666",0
FLAT ROCK ASSEMBLY PLANT,48134MZDMT1MAZD,2024,26163982000,"48,834",0,0,0,0,0,48134,1 INTERNATIONAL DR,"FLAT ROCK, MI","WAYNE, MI",42.10296609,-83.2436186,"1,2,4-Trimethylbenzene (95-63-6)",336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FORD MOTOR CO,"3,333.00","3,333.00",0.00,0.00,0.00,"45,100.00","193,314",0
GENERAL MOTORS GM VA FACTORY ZERO ASSEMBLY PLANT,48211CDLLC2500E,2024,26163985100,"126,564",0,5,96,0,80,48211,2500 E GENERAL MOTORS BLVD,"DETROIT, MI","WAYNE, MI",42.37659651,-83.05238398,"1,2,4-Trimethylbenzene (95-63-6)",336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,"3,310.00","3,310.00",0.00,0.00,0.00,"90,230.00","191,980",0
DOMICO MED-DEVICE,48430CNTRF14241,2024,26049013303,"20,863",0,93,26,0,19,48430,14241 FENTON RD,"FENTON, MI","GENESEE, MI",42.82170801,-83.70631914,Toluene (108-88-3),339 Miscellaneous Manufacturing,339113 Surgical Appliance and Supplies Manufacturing,NA,"3,309.00","3,309.00",0.00,0.00,0.00,"4,049.00","2,316",0
THE ANDERSONS MARATHON HOLDINGS LLC - ALBION FACILITY,49224NDRSN2625B,2024,26025003600,"9,110",56,64,26,0,89,49224,26250 B DR N,"ALBION, MI","CALHOUN, MI",42.26143646,-84.79500403,Formaldehyde (50-00-0),325 Chemicals,325193 Ethyl Alcohol Manufacturing,THE ANDERSONS INC,"3,305.00","3,305.00",0.00,0.00,0.00,"72,305.00","128,895,000",0
CHEMETALL US INC,4920WCHMTL11TEC,2024,26075005501,"24,746",0,14,40,58,13,49201,1100 TECHNOLOGY DR,"JACKSON, MI","JACKSON, MI",42.27282025,-84.47039049,Chromium compounds (N090),325 Chemicals,325611 Soap and Other Detergent Manufacturing,BASF CORP,"3,284.60",0.00,0.00,0.00,"3,284.60","3,284.60","70,042,794,800",0
PACKAGING CORP OF AMERICA,49634PCKGN2245U,2024,26101000700,"8,480",42,83,67,0,64,49634,2246 UDELL ST,"FILER CITY, MI","MANISTEE, MI",44.247547,-86.318539,Styrene (100-42-5),322 Paper,322120 Paper Mills,PACKAGING CORP OF AMERICA,"3,252.50","3,252.50",0.00,0.00,0.00,"36,250.40","11,384",0
ABRASIVE FINISHING INC,48118BRSVF11770,2024,26161448000,"5,460",36,44,27,0,16,48118,11770 DEXTER-CHELSEA  RD,"CHELSEA, MI","WASHTENAW, MI",42.32505689,-83.96309636,Manganese compounds (N450),327 Nonmetallic Mineral Product,327910 Abrasive Product Manufacturing,NA,"3,241.51",3.51,0.00,0.00,"3,238.00","3,241.51","38,898,120",1
TENNECO AUTOMOTIVE OPERATING CO INC.,49068WLKRM904IN,2024,26025004000,"9,696",70,63,92,0,75,49068,904 INDUSTRIAL RD,"MARSHALL, MI","CALHOUN, MI",42.26680088,-84.97509437,Chromium (7440-47-3),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,TENNECO INC,"3,238.00",215.00,0.00,0.00,"3,023.00","946,301.00","70,458,880,000",0
US ARMY NATIONAL GUARD CAMP GRAYLING JMTC NORTH RANGES,4973WCMPGRPSTHE,2024,26039960500,416,39,71,65,0,61,49739,POST HEADQUARTERS OPERATIONS BUILDING 4,"CAMP GRAYLING, MI","CRAWFORD, MI",44.618633,-84.780349,Lead (7439-92-1),999 Other,928110 National Security,US DEPARTMENT OF DEFENSE,"3,234.20",0.00,0.00,"3,234.20",0.00,"3,234.20","58,215,600",0
THE DOW CHEMICAL CO,48667THDWCMICHI,2024,26111290600,"25,530",74,14,85,0,68,48667,1790 BUILDING,"MIDLAND, MI","MIDLAND, MI",43.6095201,-84.2393991,Cyclohexane (110-82-7),325 Chemicals,325211 Plastics Material and Resin Manufacturing,DOW INC,"3,220.00","3,220.00",0.00,0.00,0.00,"317,150.00","1,868",0
TRMI INC,49015TKRKS100HI,2024,26025002600,"13,888",56,21,66,71,74,49037,100 HILL BRADY RD,"BATTLE CREEK, MI","CALHOUN, MI",42.33385612,-85.27609657,Toluene (108-88-3),336 Transportation Equipment,336320 Motor Vehicle Electrical and Electronic Equipment Manufacturing,TRAM INC,"3,207.08","3,207.08",0.00,0.00,0.00,"3,207.08","2,245",1
DICASTAL N.A. INC,4883WDCSTL1DICA,2024,26117971200,"10,751",57,64,0,0,41,48838,1 DICASTAL DRIVE,"GREENVILLE, MI","MONTCALM, MI",43.19809171,-85.23659512,Nitrate compounds (water dissociable) (N511),331 Primary Metals,331523 Nonferrous Metal Die-Casting Foundries,NA,"3,206.00",0.00,0.00,0.00,"3,206.00","32,062.00","2,020",0
